Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ABEV3.SA,ALOS3.SA,ALPA4.SA,ARZZ3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BHIA3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,SOMA3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,TRPL4.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA,ABEV3.SA,ALOS3.SA,ALPA4.SA,ARZZ3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BHIA3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,SOMA3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,TRPL4.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA,ABEV3.SA,ALOS3.SA,ALPA4.SA,ARZZ3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BHIA3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,SOMA3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,TRPL4.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA,ABEV3.SA,ALOS3.SA,ALPA4.SA,ARZZ3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BHIA3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,SOMA3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,TRPL4.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA,ABEV3.SA,ALOS3.SA,ALPA4.SA,ARZZ3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BHIA3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,SOMA3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,TRPL4.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA,ABEV3.SA,ALOS3.SA,ALPA4.SA,ARZZ3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BHIA3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RECV3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,SOMA3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,TRPL4.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,13.386032104492188,,41.1591796875,63.69729995727539,,37.72999954223633,17.98893928527832,11.73910140991211,16.385419845581055,18.4803409576416,22.762969970703125,8.185861587524414,353.68817138671875,21.57478141784668,16.853084564208984,20.446918487548828,19.86374855041504,12.461618423461914,3.1467373371124268,6.513546466827393,,4.699999809265137,21.46952247619629,5.190243721008301,17.803998947143555,18.322359085083008,25.512977600097656,17.6677188873291,24.283329010009766,13.01054573059082,36.11003112792969,31.917848587036133,29.557069778442383,8.369999885559082,15.632499694824219,43.144290924072266,21.2430477142334,38.75293731689453,22.202537536621094,14.125188827514648,7.5223565101623535,14.973456382751465,29.70777130126953,,196.39549255371094,7.7158589363098145,26.280031204223633,18.913421630859375,22.220109939575195,34.63900375366211,19.98444938659668,23.553068161010742,10.211816787719727,17.295942306518555,20.346290588378906,47.69007873535156,9.242304801940918,11.396796226501465,11.063941955566406,18.396137237548828,14.936010360717773,23.227651596069336,19.063674926757812,,62.38588333129883,,63.28766632080078,33.76072692871094,39.462646484375,9.786849975585938,23.74332046508789,12.8936185836792,54.27349090576172,24.58866310119629,12.101523399353027,26.732276916503906,21.024248123168945,9.920061111450195,12.068116188049316,63.86127853393555,,17.82430648803711,37.158103942871094,35.31334686279297,32.22914505004883,15.479999542236328,,41.61787033081055,68.0,,37.72999954223633,20.3266658782959,18.795000076293945,19.504131317138672,21.842975616455078,29.389999389648438,10.039999961853027,353.68817138671875,23.270000457763672,30.655757904052734,20.446918487548828,23.350000381469727,13.270000457763672,3.9000000953674316,9.755358695983887,,4.699999809265137,31.520000457763672,7.362932205200195,19.149999618530273,19.809999465942383,34.16999816894531,17.6677188873291,28.5,15.578512191772461,43.58000183105469,35.630001068115234,36.20000076293945,8.369999885559082,15.632499694824219,51.20000076293945,22.723115921020508,41.70000076293945,25.46066665649414,20.66666603088379,11.800000190734863,15.039999961853027,33.130001068115234,,196.39549255371094,9.483698844909668,30.899999618530273,23.40999984741211,26.049999237060547,38.06916427612305,20.15999984741211,23.570148468017578,14.218921661376953,18.729999542236328,22.549999237060547,51.9900016784668,9.94264030456543,29.5,28.90999984741211,18.52553367614746,14.960000038146973,24.067306518554688,19.149999618530273,,65.94474029541016,,67.46229553222656,42.69356155395508,42.560001373291016,11.780990600585938,27.25,13.149999618530273,58.90999984741211,33.0,14.430000305175781,27.691959381103516,27.739999771118164,11.11269760131836,14.9399995803833,91.45999908447266,,21.850000381469727,45.939998626708984,37.310001373291016,34.0,15.850000381469727,,42.78696823120117,69.0,,40.16999816894531,20.863332748413086,19.645000457763672,20.264461517333984,22.752065658569336,29.809999465942383,10.319999694824219,366.81201171875,23.875,30.655757904052734,21.275075912475586,23.950000762939453,13.710000038146973,4.059999942779541,10.210700988769531,,4.829999923706055,32.630001068115234,7.568873882293701,19.489999771118164,19.809999465942383,34.16999816894531,18.43854522705078,29.559999465942383,15.925619125366211,44.66999816894531,37.400001525878906,37.58000183105469,9.0,15.77750015258789,53.47999954223633,23.58209991455078,43.220001220703125,25.969879150390625,20.66666603088379,11.8100004196167,15.510000228881836,34.65999984741211,,207.34783935546875,9.721817970275879,31.989999771118164,24.170000076293945,26.639999389648438,40.08039855957031,20.61750030517578,23.925569534301758,14.706144332885742,19.260000228881836,23.690000534057617,53.099998474121094,10.018113136291504,29.739999771118164,29.18000030517578,19.36307144165039,15.279999732971191,24.384614944458008,19.770000457763672,,68.49259948730469,,69.31358337402344,44.028038024902344,45.029998779296875,11.818181037902832,27.799999237060547,13.6899995803833,59.970001220703125,33.70000076293945,14.850000381469727,28.90896987915039,28.25,11.264737129211426,15.4399995803833,91.4800033569336,,22.329999923706055,46.5,38.19499969482422,34.400001525878906,15.380000114440918,,41.168216705322266,66.9800033569336,,37.27000045776367,20.206666946411133,18.75,19.42148780822754,21.702478408813477,28.899999618530273,10.029999732971191,349.0948181152344,23.0,29.79370880126953,20.25653839111328,23.25,13.15999984741211,3.859999895095825,9.644972801208496,,4.619999885559082,31.299999237060547,7.304947853088379,19.020000457763672,19.010000228881836,32.79999923706055,17.4837703704834,28.049999237060547,15.28925609588623,43.150001525878906,35.43000030517578,35.939998626708984,8.3100004196167,15.25,51.13999938964844,22.5433292388916,41.150001525878906,25.0929012298584,19.682538986206055,11.420000076293945,14.760000228881836,33.119998931884766,,196.39549255371094,9.385167121887207,30.84000015258789,23.290000915527344,25.809999465942383,37.83466720581055,19.850000381469727,23.261491775512695,14.079715728759766,18.6200008392334,22.459999084472656,51.02000045776367,9.86584186553955,29.010000228881836,28.530000686645508,18.26629638671875,14.140000343322754,23.846153259277344,19.059999465942383,,65.64498901367188,,66.50679779052734,42.32874298095703,42.560001373291016,11.260330200195312,27.0,12.850000381469727,57.849998474121094,32.90999984741211,14.390000343322754,27.542327880859375,27.40999984741211,10.919193267822266,14.890000343322754,88.8499984741211,,21.649999618530273,45.720001220703125,37.25,33.2599983215332,15.789999961853027,,42.55714416503906,68.18000030517578,,40.0,20.713333129882812,19.614999771118164,20.24793243408203,22.752065658569336,29.6299991607666,10.229999542236328,360.68756103515625,23.75,29.816757202148438,21.13228988647461,23.889999389648438,13.640000343322754,4.03000020980835,10.127910614013672,,4.679999828338623,32.40999984741211,7.5128889083862305,19.43000030517578,19.125,32.79999923706055,18.377229690551758,29.489999771118164,15.884297370910645,43.900001525878906,37.040000915527344,37.29999923706055,8.9399995803833,15.762499809265137,52.5099983215332,23.402311325073242,43.08000183105469,25.790712356567383,19.682538986206055,11.449999809265137,15.40999984741211,34.560001373291016,,206.60108947753906,9.721817970275879,31.979999542236328,23.899999618530273,26.6200008392334,39.64748764038086,20.25,23.626266479492188,14.576881408691406,19.139999389648438,23.65999984741211,52.93000030517578,9.963825225830078,29.139999389648438,28.649999618530273,19.343130111694336,14.199999809265137,24.259614944458008,19.360000610351562,,68.49259948730469,,69.31358337402344,43.58641052246094,44.689998626708984,11.47520637512207,27.6299991607666,13.6899995803833,59.7400016784668,33.66999816894531,14.779999732971191,28.839141845703125,27.899999618530273,11.05741024017334,14.90999984741211,89.3499984741211,,22.299999237060547,46.5,37.92499923706055,33.43000030517578,17835200,,979655,331200,,8861700,25275300,27749200,5446694,48196357,3863400,6117700,2028628,5809600,7643135,13219281,2301700,8016400,39605300,12796989,,60864100,2165500,8257318,2207000,8303200,15190700,7228116,4928200,3505975,2224300,4180700,1457400,17114300,10741200,1033700,5367042,1483200,1690160,27916686,11587200,8468300,2604900,,2300578,47664624,31347800,10914500,4208300,7653516,8478400,27483650,8190840,3917000,5128700,4396100,6266915,16486300,74719700,2176480,30372500,4493944,15041500,,1353533,,3815684,1823544,5274100,3011206,868400,879400,4829100,1911100,3897800,5443040,2443000,11878657,20687900,37865500,,3953500,2791400,7219800,2640400
2021-01-05,13.671392440795898,,41.1789436340332,62.72309875488281,,38.20000076293945,18.02434539794922,11.617305755615234,16.307083129882812,18.3676700592041,22.33698844909668,8.022797584533691,354.7818298339844,21.41252899169922,17.18254280090332,20.28509521484375,19.872257232666016,12.255020141601562,3.074120044708252,6.513546466827393,,4.670000076293945,21.367351531982422,5.112020492553711,17.683141708374023,18.380165100097656,25.97589874267578,17.72027587890625,23.81470489501953,12.831090927124023,35.78688049316406,31.09369659423828,28.707914352416992,8.569999694824219,15.742500305175781,42.91677474975586,21.289737701416016,37.82361602783203,21.840717315673828,14.46692943572998,7.688103199005127,14.585182189941406,30.69414520263672,,193.15957641601562,7.655736446380615,26.109935760498047,19.188114166259766,22.06657600402832,34.302547454833984,20.482574462890625,23.141822814941406,10.14754867553711,17.194364547729492,20.37335968017578,47.414886474609375,9.026908874511719,11.74449634552002,11.4963960647583,18.40604019165039,14.734333992004395,23.16269302368164,19.213001251220703,,61.65768814086914,,62.91416931152344,33.25966262817383,39.36991882324219,10.23654556274414,23.78688621520996,12.8936185836792,54.024742126464844,24.633373260498047,11.824774742126465,26.607091903686523,20.88782501220703,9.837803840637207,12.197359085083008,64.93656921386719,,18.028244018554688,36.842647552490234,37.48078536987305,32.390289306640625,15.8100004196167,,41.637855529785156,66.95999908447266,,38.20000076293945,20.366666793823242,18.600000381469727,19.39669418334961,21.6942138671875,28.84000015258789,9.84000015258789,354.7818298339844,23.094999313354492,31.255043029785156,20.28509521484375,23.360000610351562,13.050000190734863,3.809999942779541,9.755358695983887,,4.670000076293945,31.3700008392334,7.251963138580322,19.020000457763672,19.872499465942383,34.790000915527344,17.72027587890625,27.950000762939453,15.363636016845703,43.189998626708984,34.709999084472656,35.15999984741211,8.569999694824219,15.742500305175781,50.93000030517578,22.77305793762207,40.70000076293945,25.045751571655273,21.16666603088379,12.0600004196167,14.649999618530273,34.22999954223633,,193.15957641601562,9.409799575805664,30.700000762939453,23.75,25.8700008392334,37.69938659667969,20.662500381469727,23.158605575561523,14.12943172454834,18.6200008392334,22.579999923706055,51.689998626708984,9.710923194885254,30.399999618530273,30.040000915527344,18.535505294799805,14.758000373840332,24.0,19.299999237060547,,65.04549407958984,,67.06417083740234,42.05992889404297,42.459999084472656,12.322314262390137,27.299999237060547,13.149999618530273,58.63999938964844,33.060001373291016,14.100000381469727,27.562278747558594,27.559999465942383,11.020551681518555,15.100000381469727,93.0,,22.100000381469727,45.54999923706055,39.599998474121094,34.16999816894531,16.020000457763672,,41.80772399902344,67.58999633789062,,38.58000183105469,20.646665573120117,18.725000381469727,19.479337692260742,21.818180084228516,29.260000228881836,10.100000381469727,357.62530517578125,23.100000381469727,31.255043029785156,20.427881240844727,23.600000381469727,13.220000267028809,3.880000114440918,9.865744590759277,,4.789999961853027,31.6299991607666,7.369929790496826,19.18000030517578,19.872499465942383,34.79999923706055,17.991817474365234,28.43000030517578,15.66115665435791,43.83000183105469,35.65999984741211,36.29999923706055,8.680000305175781,15.862500190734863,51.09000015258789,22.87293815612793,41.790000915527344,25.413515090942383,21.30952262878418,12.0600004196167,15.109999656677246,34.45000076293945,,196.6444091796875,9.442644119262695,31.059999465942383,23.75,26.110000610351562,38.38482666015625,20.822500228881836,23.551441192626953,14.248751640319824,18.940000534057617,22.809999465942383,51.810001373291016,9.932046890258789,30.59000015258789,30.18000030517578,18.72494888305664,15.579999923706055,24.192306518554688,19.3799991607666,,66.434326171875,,67.84051513671875,42.424747467041016,42.869998931884766,12.367768287658691,27.440000534057617,13.289999961853027,59.4900016784668,33.15999984741211,14.510000228881836,27.701936721801758,27.780000686645508,11.154163360595703,15.229999542236328,93.0,,22.329999923706055,46.34000015258789,39.599998474121094,34.689998626708984,15.229999542236328,,40.768524169921875,66.30000305175781,,36.66999816894531,19.88666534423828,18.350000381469727,19.033056259155273,21.223140716552734,28.469999313354492,9.770000457763672,342.31414794921875,22.252500534057617,30.333065032958984,20.01856231689453,22.610000610351562,12.899999618530273,3.7799999713897705,9.506990432739258,,4.579999923706055,30.760000228881836,7.171985149383545,18.799999237060547,19.1299991607666,33.459999084472656,17.1596736907959,27.399999618530273,15.181818008422852,42.58000183105469,34.5,35.0099983215332,8.210000038146973,15.25,49.599998474121094,22.143800735473633,40.08000183105469,24.743995666503906,20.42063331604004,11.609999656677246,14.609999656677246,33.47999954223633,,190.9193115234375,9.245579719543457,30.170000076293945,22.799999237060547,25.399999618530273,37.09511184692383,19.69499969482422,22.765769958496094,13.900735855102539,18.100000381469727,21.860000610351562,50.70000076293945,9.619560241699219,28.920000076293945,28.239999771118164,18.066883087158203,14.3100004196167,23.55769157409668,18.790000915527344,,63.496788024902344,,65.83993530273438,41.426292419433594,41.5,11.657024383544922,26.670000076293945,12.75,57.34000015258789,32.65999984741211,14.0,27.06350326538086,27.25,10.762545585632324,14.5600004196167,90.5199966430664,,21.469999313354492,45.11000061035156,37.0,33.099998474121094,15.369999885559082,,41.67782211303711,67.22000122070312,,37.5,20.216665267944336,18.725000381469727,19.289255142211914,21.652891159057617,29.25,10.069999694824219,350.1884765625,22.75,30.572778701782227,20.399324417114258,23.209999084472656,13.149999618530273,3.869999885559082,9.713964462280273,,4.679999828338623,31.399999618530273,7.362932205200195,19.049999237060547,19.700000762939453,34.599998474121094,17.536327362060547,28.25,15.586775779724121,43.83000183105469,35.65999984741211,36.20000076293945,8.34000015258789,15.649999618530273,50.630001068115234,22.59326934814453,41.70000076293945,25.187198638916016,20.61111068725586,11.829999923706055,15.0600004196167,33.5,,195.64874267578125,9.42622184753418,30.729999542236328,23.290000915527344,25.950000762939453,38.078182220458984,20.162500381469727,23.47661590576172,14.208978652954102,18.65999984741211,22.520000457763672,51.36000061035156,9.932046890258789,29.459999084472656,28.899999618530273,18.54547691345215,15.479999542236328,24.009614944458008,19.100000381469727,,65.94474029541016,,67.53197479248047,42.38634490966797,42.470001220703125,11.747933387756348,27.299999237060547,13.279999732971191,58.720001220703125,33.0,14.40999984741211,27.552303314208984,27.739999771118164,11.029767036437988,14.970000267028809,91.45999908447266,,21.959999084472656,45.88999938964844,37.32500076293945,34.0,37105800,,956938,308700,,7883900,29802900,31908000,5717734,47107478,4482500,13660000,1894412,9233600,4977777,6755926,2629200,7169000,29905400,12416506,,53735300,1801200,11136126,3946600,11022800,14169800,6696231,4541200,1713118,1762400,5338900,1749700,12581000,7754000,874200,9783761,2940600,2277336,22131648,13019600,8782000,3160100,,2273882,33702735,28249800,17855900,2720100,5694871,5420000,27190490,7244575,4825100,5691100,3476900,8306796,20245000,95181100,2383286,47454500,4650256,10187600,,1236034,,3714008,2309559,4327600,4871218,898700,1346500,5361400,1378700,8506600,4441586,1108700,11782070,18302900,34300300,,12993100,2899200,16633600,3703500
